LogID,UserID,Role,Timestamp,HTTP_Method,Endpoint,IP_Address,HTTP_Response,Anomalous
09b3fd1b-6839-4bfb-8493-d3eddda9a070,29,Nurse,2025-02-22 11:26:15,POST,/patient/records/1357?export=true&limit=1000,157.242.140.229,200,0
e0d474e8-ac5e-4cd4-a211-d41a7dc171d5,3,Doctor,2025-01-07 09:06:49,DELETE,/patient/appointments/confirm,10.0.0.119,200,0
81a37573-cc19-4ae0-a70c-dc321e527808,47,Staff,2024-12-29 22:44:16,PUT,/pharmacy/refills/9353,10.0.0.203,200,0
d8d9c15d-17cb-4909-9558-23236b799f9c,59,Staff,2025-01-16 23:37:29,POST,/patient/scheduling,10.0.0.135,304,0
3d3d871e-f669-4934-83c1-523f520f72ce,64,Admin,2025-02-06 05:33:29,GET,/admin/users/68,10.0.0.51,200,0
34cf12ed-1158-442f-8ffa-4e7a07f1621c,11,Doctor,2024-12-08 03:46:05,GET,/patient/insurance/7566,10.0.0.165,302,0
41d80985-3557-4467-9e25-b0910e047a35,10,Doctor,2025-02-10 09:30:27,GET,/patient/appointments/cancel,10.0.0.190,200,0
5579d9ab-6f04-410d-8001-8f764f3224d9,27,Nurse,2025-02-08 05:37:14,POST,/lab/tests/9023,10.0.0.166,500,0
45107b03-d424-4a99-b2b5-cb2d7f96e074,10,Doctor,2024-12-13 08:00:15,GET,/pharmacy/orders/9129,10.0.0.165,200,0
56c5c545-c172-438d-ba44-b79efb5bed6b,33,Nurse,2024-12-02 14:16:09,GET,/patient/appointments/confirm,10.0.0.115,200,0
a6b9a46f-4653-4dab-a8ce-058462d64807,7,Doctor,2024-12-28 10:28:31,GET,/pharmacy/refills/7083,10.0.0.19,200,0
d6630d16-dcfa-456e-9548-86cb9b0518f1,24,Nurse,2024-12-19 11:27:55,GET,/patient/labs/3393,10.0.0.89,200,0
fa862a22-5a75-4392-b6c7-35985707c31f,8,Doctor,2025-01-29 06:23:34,POST,/lab/tests/7238,10.0.0.49,200,0
5066a1c0-101d-431b-8c38-74694d28a5e9,65,Admin,2025-01-27 04:51:24,OPTIONS,/admin/credentials/69,10.0.0.50,500,0
7c5c7164-f3c7-49a1-b5df-8f1374c52d7d,24,Nurse,2025-01-01 12:55:06,POST,/lab/tests/8973,10.0.0.130,200,0
4d0e2a18-f14b-4e57-984f-101234f6c465,55,Staff,2024-12-11 22:02:53,GET,/patient/scheduling,10.0.0.18,200,0
02ce084f-567e-4ef4-bcab-10b79c958cf0,44,Nurse,2025-02-17 12:24:03,HEAD,/lab/tests/7924,10.0.0.136,200,0
8c10e9c3-8a46-4723-8d92-63f90fac2031,10,Doctor,2024-12-26 14:20:13,POST,/patient/appointments/cancel,10.0.0.207,200,0
6bb35e20-7fdc-4664-867f-349c2a98eec9,60,Staff,2025-01-14 10:20:19,POST,/pharmacy/orders/6168,10.0.0.203,200,0
af04acbc-7988-440e-ab92-b59903d47a4f,32,Nurse,2024-12-10 16:53:21,GET,/patient/insurance/7014,10.0.0.156,500,0
6e21d31d-8d83-4f5d-9e35-7643f72c0abf,3,Doctor,2025-02-15 14:42:26,POST,/patient/labs/1630,10.0.0.68,200,0
1f4483f7-fc41-4f4d-802d-2d5c21289af4,44,Nurse,2024-11-30 04:04:18,POST,/lab/tests/7663,10.0.0.3,200,0
d85a2a4a-fdc8-42b1-9890-a11f44808a3c,21,Nurse,2025-02-09 09:44:07,POST,/billing/invoices/4740?export=true&limit=500,10.0.0.31,200,0
de36e260-c813-4e3c-9414-629f744c9dd3,38,Nurse,2025-01-31 14:53:15,POST,/patient/records/2609?export=true&limit=1000,10.0.0.198,200,0
5e84dd2f-4a2e-43f1-a28f-81e7a6743828,29,Nurse,2025-01-20 09:54:05,OPTIONS,/patient/labs/3764,10.0.0.82,200,0
d639dade-7a17-4100-ade0-25856ab1c4ef,40,Nurse,2025-02-13 09:56:03,GET,/patient/insurance/9220,10.0.0.58,200,0
127b9bd6-6856-40fd-a2c8-e982bf4c85d9,33,Nurse,2024-12-20 12:42:10,GET,/patient/insurance/5148,10.0.0.238,200,0
c8aa27b9-0a19-4f54-8c33-8e0c78fc82e4,36,Nurse,2025-01-16 16:21:50,POST,/patient/appointments/confirm,10.0.0.250,200,0
d3357fe5-c150-46b8-a627-a523c10e4a0f,27,Nurse,2025-02-14 08:40:52,POST,/claims/status/9001,10.0.0.237,200,0
9c486f7b-f6c8-4f94-915f-e2aa2bf148ee,57,Staff,2025-02-01 07:29:48,POST,/billing/invoices/8142?export=true&limit=500,10.0.0.172,200,0
06755ff1-3d75-49b6-85ad-4602c36a5126,50,Staff,2024-12-21 10:02:03,PATCH,/pharmacy/refills/8117,10.0.0.230,200,0
1673a3a1-33f1-4b19-9365-dd92c41b9292,14,Doctor,2025-02-11 07:47:10,HEAD,/patient/labs/3811,10.0.0.152,200,0
acea8242-8a22-43d7-9f6a-e02b2a6bd9e1,47,Staff,2024-12-15 11:23:45,POST,/lab/tests/8065,10.0.0.27,200,0
f7ec9ac7-2f20-491e-b74e-40c10b921a6e,61,Admin,2025-02-20 14:52:35,POST,/patient/records/3901?export=true&limit=1000,10.0.0.193,304,0
87dc1421-8b49-455c-b502-e77c35ee1326,29,Nurse,2024-12-15 08:54:10,GET,/pharmacy/refills/6711,10.0.0.248,200,0
b1170d9e-99dc-43e2-88f3-a105285d42ad,24,Nurse,2024-12-24 11:07:10,GET,/claims/status/5744,10.0.0.206,200,0
7f4dc74c-b6c1-42b5-a8b6-52090a91e4d7,45,Nurse,2025-02-18 13:00:48,HEAD,/patient/appointments/confirm,10.0.0.56,302,0
09687934-e255-464b-a323-85b0e65a60de,48,Staff,2025-02-15 13:57:16,GET,/pharmacy/orders/9593,10.0.0.15,200,0
80a33f5b-7fdf-4c7d-9173-9d0a13d37a14,67,Admin,2024-12-30 14:02:12,GET,/admin/settings/62,10.0.0.103,201,0
cb9515b4-ee25-4c18-911e-e3544466c96d,55,Staff,2025-01-04 03:34:24,POST,/claims/status/9018,10.0.0.9,500,0
bc605ad3-3366-4b96-97f8-a9a9b52d40bf,51,Staff,2025-02-14 01:11:39,PUT,/billing/invoices/4101?export=true&limit=500,10.0.0.41,200,0
a076e64d-8de7-45e4-9ec4-c5a3399f937e,31,Nurse,2025-01-27 14:27:58,POST,/patient/appointments/821,10.0.0.188,200,0
23cd8649-f3f8-4b5e-92db-17df11bfd4e1,22,Nurse,2025-01-17 05:28:11,DELETE,/claims/status/8761,10.0.0.12,200,0
5c5922b9-6069-4e7a-b3b1-5dadddd87324,7,Doctor,2025-02-16 23:56:20,GET,/patient/labs/4882,10.0.0.140,200,0
dc31e92c-724e-4d80-9795-9a32f5819e1c,58,Staff,2025-01-23 08:49:39,POST,/inventory/items/5821?export=true&limit=300,10.0.0.7,200,0
517841d6-960b-4585-b202-befaa37eaee6,44,Nurse,2024-12-17 02:09:44,GET,/patient/labs/6846,10.0.0.182,304,0
cb0d0ba1-eb0a-4da1-bf52-db0c19bb983a,56,Staff,2024-12-01 11:21:28,GET,/pharmacy/refills/6388,10.0.0.94,200,0
604213b3-33db-4f1a-a92a-f054305f6a12,22,Nurse,2024-12-25 14:15:07,POST,/pharmacy/orders/7142,10.0.0.246,200,0
108a3623-5771-41d5-9460-43fd70ef710e,64,Admin,2025-01-02 17:04:41,POST,/admin/logs,10.0.0.122,200,0
76063250-e135-486a-a432-49850cd2d979,56,Staff,2024-12-09 21:11:12,POST,/inventory/items/7665?export=true&limit=300,10.0.0.250,200,0
46c6195c-360f-4491-86f4-98b55c775751,38,Nurse,2025-01-11 06:36:39,POST,/patient/insurance/1762,10.0.0.157,201,0
5f36857e-182a-4bf2-b32a-f838437f3644,34,Nurse,2025-02-07 08:13:01,POST,/billing/invoices/5605?export=true&limit=500,10.0.0.230,200,0
5443453c-0f13-4ad0-b4bb-e88f0140f0de,60,Staff,2025-02-14 13:59:57,GET,/patient/scheduling,10.0.0.186,304,0
1bdaf9bc-4f1c-48b4-b512-a1fad8c831f5,56,Staff,2025-01-12 17:09:20,GET,/pharmacy/orders/6572,10.0.0.138,200,0
3bd123bc-d5f6-4302-af9f-2cd7f30352b3,29,Nurse,2025-01-05 03:10:41,POST,/pharmacy/refills/6457,10.0.0.77,200,0
8b174782-3fd5-4f4a-af71-f6d316a9558d,47,Staff,2025-02-16 11:37:45,POST,/claims/status/8004,10.0.0.83,200,0
b6321558-84f6-4985-bd12-7152a1f87586,39,Nurse,2025-02-18 14:28:09,PUT,/claims/status/5486,10.0.0.170,304,0
b26129cd-6d9b-4ae8-a31b-625343aef918,55,Staff,2025-02-16 07:32:21,OPTIONS,/pharmacy/orders/8405,10.0.0.148,200,0
de23d317-e4f7-4cc5-a248-7bd24ce5e6e6,37,Nurse,2025-02-21 02:59:19,POST,/patient/appointments/confirm,10.0.0.72,200,0
3cde50e1-d80d-4a25-82d8-af0bad95e313,5,Doctor,2025-01-06 10:18:08,POST,/pharmacy/refills/7530,10.0.0.215,200,0
a231c064-5f7b-4256-a04e-99c41d683389,37,Nurse,2024-12-27 08:25:05,GET,/patient/appointments/confirm,10.0.0.55,500,0
3a5b3fd1-2c5c-4b95-883b-fbe21a475ad2,67,Admin,2024-12-26 01:48:27,GET,/admin/users/66,10.0.0.104,200,0
66357f70-c1ad-49de-9e66-1b6991028cde,60,Staff,2025-01-04 09:50:06,GET,/pharmacy/orders/9649,10.0.0.221,200,0
876510cf-c460-4fa5-8026-4be5626564ba,47,Staff,2024-11-29 16:12:20,POST,/patient/invoices/9319?export=true&limit=400,10.0.0.248,200,0
b3f3566d-c3c7-4aba-b804-df353128a046,24,Nurse,2025-01-09 10:43:16,DELETE,/claims/status/5112,10.0.0.228,302,0
db87fdd7-1a32-4c58-9596-0811b67866e7,31,Nurse,2025-01-25 08:04:37,GET,/claims/status/5734,107.171.58.94,403,0
e02c19ee-a26a-4e75-aaa8-30025a876526,64,Admin,2024-12-09 11:53:41,GET,/admin/users/64,10.0.0.223,200,0
5e0b5173-023a-4fed-aa73-b736f1a81018,26,Nurse,2024-12-30 14:07:42,GET,/pharmacy/orders/7880,10.0.0.202,200,0
1571a371-2a69-4460-9e43-0672e1ffc1ea,6,Doctor,2025-02-19 06:58:46,PATCH,/patient/appointments/confirm,10.0.0.45,200,0
8512ee0f-bddd-4eff-9deb-fc80be823119,67,Admin,2025-01-18 06:07:59,GET,/admin/settings/67,10.0.0.244,201,0
899673e2-b716-4673-9157-a132786c6545,33,Nurse,2025-01-31 01:10:52,PUT,/lab/results/7130,10.0.0.57,200,0
6405955b-63a1-4c9e-ab52-2c04f6054b56,26,Nurse,2024-12-23 10:05:57,POST,/patient/appointments/940,10.0.0.194,302,0
657c64f0-9346-42a3-9580-7519239fab07,51,Staff,2025-01-10 13:58:23,POST,/lab/tests/9669,10.0.0.16,403,0
fdbdce21-bbc4-412e-92c9-e58ab53c0317,52,Staff,2025-01-17 08:55:04,POST,/claims/status/7180,10.0.0.177,500,0
5881072c-a5db-4ad9-ae89-d8cfe7467ddc,7,Doctor,2025-02-22 05:06:19,PUT,/billing/invoices/3003?export=true&limit=500,10.0.0.74,201,0
765a95b3-5888-4e1d-ad83-62ba115b123f,50,Staff,2024-12-31 03:55:17,POST,/billing/invoices/6599?export=true&limit=500,10.0.0.155,201,0
46731de1-c78d-497e-b7d5-0d9d7314a8f0,53,Staff,2025-01-30 02:18:38,GET,/claims/status/7232,10.0.0.20,200,0
d0dd576e-aefd-4362-9b67-adcc4e3e981b,42,Nurse,2025-01-13 09:06:19,GET,/patient/appointments/confirm,10.0.0.154,200,0
994b304b-a11d-4d92-bf7f-8c3c69b74f20,49,Staff,2025-01-02 05:49:25,POST,/lab/tests/9611,10.0.0.210,200,0
2b368580-324e-4824-9101-cd3460f11640,18,Doctor,2024-11-28 03:39:13,GET,/patient/labs/3991,10.0.0.75,200,0
6c6d9aed-0be4-4d78-b007-035313127b37,58,Staff,2025-02-03 13:12:59,PUT,/lab/tests/9441,10.0.0.45,200,0
7ed58a0b-17c7-4e33-b975-d859c64c05af,41,Nurse,2024-12-01 13:22:09,GET,/claims/status/3604,10.0.0.65,201,0
502e5c59-2f3a-4f71-b783-11ffde7a5bc9,56,Staff,2024-12-23 00:35:38,GET,/claims/status/6490,10.0.0.202,200,0
71886286-9cdd-4809-8a54-41b351ae224c,47,Staff,2024-11-28 12:34:30,PUT,/patient/scheduling,10.0.0.28,302,0
be4a9581-2562-4e99-8356-b078e2366b33,60,Staff,2024-11-26 22:58:26,POST,/patient/invoices/8881?export=true&limit=400,10.0.0.68,200,0
e4b065d7-222e-48b4-a50c-299e4927e2a8,32,Nurse,2025-01-30 05:22:52,POST,/patient/labs/6272,10.0.0.241,200,0
9d6dbeb7-0605-4612-b04d-f74b6ecb9c1f,45,Nurse,2024-12-27 09:18:41,GET,/pharmacy/refills/5173,10.0.0.101,403,0
ba0cedc8-f02e-444a-bb1e-0e41d0e23216,20,Doctor,2025-01-12 14:45:23,GET,/patient/insurance/8323,10.0.0.225,200,0
c5dcb4ab-d318-494e-85b7-ee1eaadab622,48,Staff,2025-01-08 11:40:48,OPTIONS,/lab/results/7274,10.0.0.11,200,0
4bc3b5a6-db52-4438-ae96-6722217e4ffa,18,Doctor,2025-01-24 10:38:25,GET,/patient/appointments/confirm,10.0.0.234,302,0
cdd9e5de-984e-4564-972d-16b2a355193d,12,Doctor,2024-12-23 09:16:45,DELETE,/lab/results/9433,10.0.0.238,201,0
f43b205b-03a5-41a8-a86e-7fe03d82dac6,51,Staff,2025-02-10 03:33:24,GET,/pharmacy/refills/9853,10.0.0.157,200,0
09cc2ee3-fdc2-4d6c-ab05-13c2c5051447,4,Doctor,2025-02-11 04:00:00,GET,/patient/appointments/cancel,10.0.0.85,500,0
eaa4e53b-127d-46c1-bb5d-c95732b50352,36,Nurse,2024-12-01 12:57:07,GET,/patient/appointments/confirm,10.0.0.110,201,0
75c9040b-cb1b-4697-9142-d563e0ae7cef,42,Nurse,2024-11-28 12:42:31,PUT,/billing/invoices/8407?export=true&limit=500,10.0.0.73,304,0
3cb53156-95fd-4139-90ec-fd2491427ced,7,Doctor,2025-01-16 10:39:54,POST,/billing/invoices/3187?export=true&limit=500,10.0.0.157,200,0
2b74693f-ff38-4385-8afb-8103dc2148f6,58,Staff,2024-12-25 06:16:57,POST,/patient/invoices/8796?export=true&limit=400,10.0.0.254,201,0
21644ac9-0d9c-45b9-b44f-eed61a4b930d,21,Nurse,2025-01-30 05:33:23,HEAD,/patient/labs/5953,10.0.0.190,200,0
45ae4ca6-897b-4cc3-934d-70d28b8bd534,31,Nurse,2025-02-06 23:56:42,PATCH,/patient/appointments/519,10.0.0.192,302,0
b1c40fe1-1e81-4731-8b49-057532a3c1d1,49,Staff,2024-12-01 08:12:32,GET,/patient/scheduling,10.0.0.170,302,0
2711ef50-e50c-4316-a23e-2b647a5e5ff6,25,Nurse,2024-12-15 11:00:13,PUT,/patient/appointments/684,10.0.0.103,200,0
44d20465-9bdb-4384-b095-bd13ffd6372d,54,Staff,2025-02-05 21:56:26,GET,/pharmacy/orders/9506,10.0.0.24,200,0
f8686fdc-779e-44bb-bb92-e21cf5a33ec9,58,Staff,2025-01-03 12:11:19,POST,/claims/status/3714,10.0.0.53,302,0
1954fd4c-7e7a-422a-b678-bc3641f7c22b,41,Nurse,2025-01-12 00:30:22,POST,/patient/appointments/706,10.0.0.215,200,0
74057514-5bdc-4c18-8eb3-59f2aef486df,30,Nurse,2024-12-31 10:42:57,OPTIONS,/claims/status/5682,10.0.0.231,201,0
98fc6883-aa97-4e24-b393-946e18282d40,23,Nurse,2024-12-08 04:47:03,POST,/patient/records/7489?export=true&limit=1000,10.0.0.153,500,0
8e517906-ab60-414a-985a-d3409f4db24e,12,Doctor,2025-01-27 11:20:59,POST,/patient/appointments/confirm,122.146.39.89,200,0
24ebbaa7-79bb-4017-8671-a2889670479b,42,Nurse,2024-12-20 10:15:17,GET,/patient/insurance/5494,10.0.0.198,304,0
9189519c-cec6-4fba-a566-451ecb2c90e2,21,Nurse,2024-12-29 11:09:26,POST,/claims/status/5626,10.0.0.137,200,0
f986a5d0-49ab-4f12-ab0f-ef3fef7c634d,48,Staff,2025-02-22 22:56:25,DELETE,/patient/invoices/9461?export=true&limit=400,10.0.0.237,200,0
7b29b178-283e-47ca-a832-8113dce4fd0e,48,Staff,2025-02-12 01:50:56,GET,/claims/status/4754,10.0.0.27,302,0
824f0821-b9da-4b6b-bee0-a103a081c442,53,Staff,2024-12-18 05:53:37,POST,/patient/invoices/9015?export=true&limit=400,10.0.0.181,200,0
0ce1185e-bc37-418f-b688-0642bf04b406,43,Nurse,2024-12-24 09:36:52,PUT,/patient/labs/1889,10.0.0.240,200,0
415fe519-cbfb-4cbc-aed0-e251f3550341,62,Admin,2025-02-13 07:09:50,GET,/admin/settings/70,10.0.0.220,200,0
8a4eb827-6d20-4f50-8a3d-b5a0ff288032,50,Staff,2025-02-21 14:43:06,GET,/pharmacy/orders/9965,10.0.0.43,200,0
f0e57a89-032d-479a-847f-75db985d09ac,48,Staff,2024-12-29 13:33:36,GET,/pharmacy/refills/7001,10.0.0.172,200,0
a6414148-a823-403c-be10-0d52fa0129b1,48,Staff,2025-01-09 00:42:15,POST,/billing/invoices/7089?export=true&limit=500,10.0.0.235,304,0
02c70feb-3393-4caf-85d3-ec461a2d9d52,32,Nurse,2024-12-13 01:16:55,GET,/claims/status/7570,10.0.0.119,200,0
f63518cf-b3f0-4261-8c9f-507e85d4b4df,46,Staff,2025-01-06 09:32:03,GET,/pharmacy/orders/8036,10.0.0.140,200,0
bf70bdd5-d77a-402c-9865-629e38d748b3,25,Nurse,2025-01-12 06:33:08,POST,/patient/insurance/7999,10.0.0.169,200,0
a8cb0171-cdfb-4821-a05c-d21d08cc0a79,16,Doctor,2025-01-04 09:27:59,POST,/patient/insurance/9551,10.0.0.156,201,0
7f474bc6-7d97-41c8-99a2-1e7179f8919f,25,Nurse,2024-12-31 11:14:37,GET,/claims/status/5490,10.0.0.182,302,0
d3af15e0-c839-4ed3-8e1d-08239b963399,30,Nurse,2024-11-30 12:38:46,POST,/patient/appointments/confirm,10.0.0.208,200,0
c7b6ca5d-010e-4bdd-b38e-057cb436c805,43,Nurse,2024-12-17 02:57:35,GET,/patient/labs/9336,10.0.0.149,200,0
dcc36f1f-f429-47fb-865f-6cacb2b31685,41,Nurse,2024-12-09 13:02:22,POST,/lab/results/9959,10.0.0.240,500,0
73deceaf-7fcc-4bad-995f-879e6c36c8c0,59,Staff,2024-12-03 11:21:52,GET,/pharmacy/orders/5551,10.0.0.197,200,0
7825681f-0ac9-4bba-90e7-6128055b5dfc,21,Nurse,2025-02-23 00:08:06,GET,/patient/appointments/confirm,10.0.0.180,500,0
e28fcbfd-db78-4111-96e6-a6dc30adef6c,58,Staff,2024-11-30 08:54:12,POST,/claims/status/9198,10.0.0.232,200,0
efbcec63-aa27-4154-841a-e0210fd1ec7b,56,Staff,2024-12-26 22:40:44,GET,/pharmacy/orders/5195,10.0.0.12,302,0
a1e24ca8-9003-47aa-9061-76a386054b05,42,Nurse,2024-12-04 11:31:25,POST,/lab/results/7336,10.0.0.82,200,0
d0fddcdd-5e0e-459d-813a-f830698e0153,41,Nurse,2025-02-02 23:22:44,PUT,/pharmacy/orders/8090,10.0.0.234,200,0
84f06ea1-485d-4731-a16a-133f08c687bb,18,Doctor,2024-12-06 22:21:51,POST,/lab/results/9622,10.0.0.158,200,0
dcd3ed75-bd8e-44b6-b437-d2159b3dfa9c,14,Doctor,2024-12-26 03:51:19,GET,/pharmacy/refills/9362,10.0.0.10,302,0
f9e535d2-cfc3-45e4-b494-12a7d6bab993,40,Nurse,2024-12-08 14:01:40,GET,/claims/status/5039,10.0.0.202,200,0
cb524dba-8ed6-4a32-8cdf-77b74441891c,10,Doctor,2025-01-12 07:10:24,POST,/pharmacy/orders/6064,10.0.0.251,200,0
99bc993a-5b31-46d2-b6fa-371f6aa3002d,54,Staff,2024-12-13 08:07:44,POST,/pharmacy/refills/9713,10.0.0.100,200,0
76848b48-db85-42e3-8b0d-fd4c47ccefa5,43,Nurse,2025-01-28 09:38:49,GET,/pharmacy/refills/8442,10.0.0.33,304,0
8212ff04-c758-4da2-8a79-49181399fa33,13,Doctor,2024-12-17 12:40:50,POST,/patient/appointments/986,10.0.0.173,304,0
769428b5-9a5b-4f78-8acb-1ffa51976562,41,Nurse,2025-02-04 14:26:10,GET,/pharmacy/refills/6517,10.0.0.241,200,0
3c4b387f-3149-45ba-8b5d-84f5b66b20c4,32,Nurse,2025-01-01 02:15:18,GET,/patient/appointments/confirm,10.0.0.206,200,0
2e8308f0-b223-4e6c-94a6-ac6e84857fe8,38,Nurse,2025-01-21 06:56:59,GET,/pharmacy/refills/9593,10.0.0.5,200,0
96c1af98-0b0a-443e-aeb4-511c6faf2942,34,Nurse,2024-12-02 18:27:56,PUT,/billing/invoices/7553?export=true&limit=500,10.0.0.213,200,0
f85ba6cc-aabc-4c85-a2a3-0cbd10d70236,40,Nurse,2025-01-19 03:35:39,GET,/patient/appointments/confirm,10.0.0.246,200,0
7264894f-8f5b-4bfc-94e6-42dd5eeb01de,46,Staff,2024-12-16 16:12:49,POST,/patient/scheduling,10.0.0.253,500,0
d505c0bf-c950-46c0-a01e-85536d763001,37,Nurse,2025-01-24 06:59:12,PUT,/lab/tests/9076,10.0.0.211,200,0
d934e083-0c66-4bd2-bcb2-b2e56b6d0a7a,28,Nurse,2024-12-04 06:42:44,POST,/lab/results/7436,10.0.0.110,201,0
f4f5e8e4-34cb-4542-958b-8b7836226010,30,Nurse,2025-01-01 02:25:50,POST,/patient/appointments/confirm,10.0.0.209,201,0
217ff5c9-7118-4080-a11c-5b8cceb9b703,34,Nurse,2024-12-23 09:39:03,PUT,/claims/status/9793,10.0.0.118,302,0
fb1b17d0-ef56-4423-b3e0-357dce2b1a42,44,Nurse,2025-02-10 06:04:14,OPTIONS,/lab/results/8406,10.0.0.196,403,0
abe858ef-597c-462f-9bec-90fe00a83b14,10,Doctor,2024-12-15 13:38:28,GET,/pharmacy/orders/8876,10.0.0.150,200,0
