LogID,UserID,Role,Timestamp,HTTP_Method,Endpoint,IP_Address,User_Agent,HTTP_Response,Anomalous,Hour,IP_First_Octet,IP_Second_Octet,IP_Third_Octet,IP_Fourth_Octet,Date,IP_Octets,IP_Combined,UserID_Zscore
bdc8d462-b131-405f-8a4f-9f06c0ed9657,58,Staff,2024-12-16 15:41:33,DELETE,/login/attempts/58?attempts=5,128.125.66.170,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1,15,128,125,66,170,2024-12-16,"[128, 125, 66, 170]",128.125.66.170,0.3305813926272423
981b7e90-7d0d-4b41-bf06-fc90160ca45f,49,Staff,2025-01-13 15:36:06,PUT,/billing/invoices/8548?export=true&limit=500,10.0.0.13,curl/7.68.0,404,1,15,10,0,0,13,2025-01-13,"[10, 0, 0, 13]",10.0.0.13,0.24728579174708257
c92dd3e4-9652-46a1-a506-6b7cf9e3b723,61,Staff,2024-11-07 06:31:20,DELETE,/pharmacy/refills/7292,10.0.0.192,Mozilla/5.0 (X11; Linux x86_64),200,0,6,10,0,0,192,2024-11-07,"[10, 0, 0, 192]",10.0.0.192,0.5232037874186839
3f986070-3ff1-4581-8c12-d7d16682d5e1,44,Doctor,2025-01-17 14:56:42,DELETE,/billing/invoices/2924?export=true&limit=500,10.0.0.12,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,1,14,10,0,0,12,2025-01-17,"[10, 0, 0, 12]",10.0.0.12,0.5683231163994853
52278fc3-86a3-4f8e-a86b-0f321d4de574,69,Staff,2024-12-03 02:53:59,DELETE,/patient/scheduling/994,10.0.0.120,Python-urllib/3.9,200,0,2,10,0,0,120,2024-12-03,"[10, 0, 0, 120]",10.0.0.120,1.0368635068625283
65fe54a9-12d8-460c-ac95-86e4da8b0c6d,19,Doctor,2025-01-15 03:55:15,DELETE,/patient/appointments/confirm/981,10.0.0.212,curl/7.68.0,200,0,3,10,0,0,212,2025-01-15,"[10, 0, 0, 212]",10.0.0.212,2.173509739661499
15b6163c-238b-4f3b-945f-0eb38c30b080,61,Staff,2025-01-12 15:04:46,DELETE,/pharmacy/refills/5947,10.0.0.167,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,15,10,0,0,167,2025-01-12,"[10, 0, 0, 167]",10.0.0.167,0.5232037874186839
d039dc91-f9c3-4531-ab41-996f90cce489,67,Nurse,2024-12-28 08:44:12,DELETE,/patient/appointments/confirm/545,10.0.0.56,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,8,10,0,0,56,2024-12-28,"[10, 0, 0, 56]",10.0.0.56,0.9084485770015671
c26a8d1e-f664-4864-8457-11d196685445,55,Staff,2024-12-31 10:39:17,DELETE,/lab/tests/8509,10.0.0.195,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,10,10,0,0,195,2024-12-31,"[10, 0, 0, 195]",10.0.0.195,0.13795899783580068
0fe9c81a-6b43-4722-9d62-ff07b8374afb,62,Staff,2024-11-20 12:08:09,DELETE,/billing/invoices/9726?export=true&limit=500,10.0.0.171,curl/7.68.0,200,0,12,10,0,0,171,2024-11-20,"[10, 0, 0, 171]",10.0.0.171,0.5874112523491645
41526467-8bf5-4512-94b3-e1611852722d,68,Nurse,2024-11-16 18:50:44,DELETE,/patient/appointments/cancel/834,10.0.0.92,curl/7.68.0,200,0,18,10,0,0,92,2024-11-16,"[10, 0, 0, 92]",10.0.0.92,0.9726560419320477
a3abb94c-de62-4504-91b4-a9e674ca4360,44,Doctor,2024-12-06 04:54:49,DELETE,/pharmacy/orders/9163,10.0.0.127,Mozilla/5.0 (X11; Linux x86_64),200,0,4,10,0,0,127,2024-12-06,"[10, 0, 0, 127]",10.0.0.127,0.5683231163994853
3b81c725-cc1e-488a-a33f-5cf985a39a82,65,Nurse,2024-11-02 10:41:04,DELETE,/patient/records/7605?export=true&limit=1000,10.0.0.119,Python-urllib/3.9,200,0,10,10,0,0,119,2024-11-02,"[10, 0, 0, 119]",10.0.0.119,0.7800336471406061
06ee6c7f-3fb1-473b-9584-cc6f87d52930,44,Nurse,2024-12-15 07:50:33,DELETE,/lab/tests/9325,10.0.0.17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,7,10,0,0,17,2024-12-15,"[10, 0, 0, 17]",10.0.0.17,0.5683231163994853
b3f32cd5-9989-461d-999c-c758a4a89587,42,Nurse,2024-11-05 10:15:19,DELETE,/patient/records/6258?export=true&limit=1000,10.0.0.94,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,10,10,0,0,94,2024-11-05,"[10, 0, 0, 94]",10.0.0.94,0.6967380462604463
e0719679-2c6e-4db4-bd15-0038f0928453,60,Staff,2024-12-20 10:42:59,DELETE,/pharmacy/refills/6171,10.0.0.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,10,10,0,0,102,2024-12-20,"[10, 0, 0, 102]",10.0.0.102,0.4589963224882034
823d72d3-bfc4-48b0-b7b1-cfee86b28b20,44,Doctor,2024-12-01 04:51:36,DELETE,/billing/invoices/4296?export=true&limit=500,10.0.0.62,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,4,10,0,0,62,2024-12-01,"[10, 0, 0, 62]",10.0.0.62,0.5683231163994853
b17427ac-d1ff-4058-b74b-49387bb0ce86,55,Staff,2024-10-27 05:34:01,DELETE,/billing/invoices/9389?export=true&limit=500,10.0.0.179,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,5,10,0,0,179,2024-10-27,"[10, 0, 0, 179]",10.0.0.179,0.13795899783580068
d9f5e924-31d1-4715-ae98-d36483d51a22,49,Staff,2024-10-22 04:18:13,DELETE,/patient/scheduling/526,10.0.0.249,Python-urllib/3.9,200,0,4,10,0,0,249,2024-10-22,"[10, 0, 0, 249]",10.0.0.249,0.24728579174708257
92bb6231-783f-4958-a0ad-6c7e46db0b51,30,Nurse,2024-11-17 14:04:39,DELETE,/pharmacy/refills/9129,10.0.0.250,Mozilla/5.0 (X11; Linux x86_64),200,0,14,10,0,0,250,2024-11-17,"[10, 0, 0, 250]",10.0.0.250,1.4672276254262129
f4416ee9-591e-4e38-9f0e-a0a2d9d96b08,38,Nurse,2024-11-13 08:27:45,DELETE,/patient/labs/2233,10.0.0.75,Mozilla/5.0 (X11; Linux x86_64),200,0,8,10,0,0,75,2024-11-13,"[10, 0, 0, 75]",10.0.0.75,0.9535679059823685
6d110d0f-1821-4316-a2e1-5d3763b41c94,46,Staff,2025-01-03 23:20:08,DELETE,/lab/tests/8560,10.0.0.197,Mozilla/5.0 (X11; Linux x86_64),200,0,23,10,0,0,197,2025-01-03,"[10, 0, 0, 197]",10.0.0.197,0.4399081865385242
81a6ad86-3076-489d-b1fa-14a42d2e112e,61,Admin,2024-10-22 03:17:39,DELETE,/admin/credentials/64,10.0.0.60,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,3,10,0,0,60,2024-10-22,"[10, 0, 0, 60]",10.0.0.60,0.5232037874186839
604cb404-e9f3-40d4-a1f9-84eb2d851c4e,66,Nurse,2025-01-07 22:57:19,DELETE,/pharmacy/orders/6267,10.0.0.238,curl/7.68.0,200,0,22,10,0,0,238,2025-01-07,"[10, 0, 0, 238]",10.0.0.238,0.8442411120710867
669c68f5-3837-4af1-857c-7382e464f677,68,Admin,2024-12-03 02:39:27,DELETE,/login/attempts/68?attempts=5,142.104.164.133,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1,2,142,104,164,133,2024-12-03,"[142, 104, 164, 133]",142.104.164.133,0.9726560419320477
4a887c76-731c-4994-84dd-c50ebdcc08f6,65,Admin,2025-01-03 21:04:10,DELETE,/admin/credentials/69,10.0.0.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,21,10,0,0,206,2025-01-03,"[10, 0, 0, 206]",10.0.0.206,0.7800336471406061
9f7d477e-7070-4dd7-bd83-36a0b47c2475,58,Staff,2025-01-14 10:25:54,DELETE,/patient/scheduling/869,10.0.0.18,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,10,10,0,0,18,2025-01-14,"[10, 0, 0, 18]",10.0.0.18,0.3305813926272423
7e5b2d3b-dd5e-447b-b3a0-9a96206b8b1c,59,Nurse,2024-12-26 05:59:15,DELETE,/claims/status/4937,10.0.0.146,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,5,10,0,0,146,2024-12-26,"[10, 0, 0, 146]",10.0.0.146,0.3947888575577228
16134ce2-13d4-4de6-a53f-645570b3d286,60,Staff,2024-11-27 03:36:48,DELETE,/login/attempts/60?attempts=5,12.93.177.132,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,1,3,12,93,177,132,2024-11-27,"[12, 93, 177, 132]",12.93.177.132,0.4589963224882034
b4f9ede0-4ba5-447f-8e9f-2c632929871f,58,Staff,2024-11-30 10:26:47,DELETE,/inventory/items/9116?export=true&limit=300,10.0.0.67,Python-urllib/3.9,200,0,10,10,0,0,67,2024-11-30,"[10, 0, 0, 67]",10.0.0.67,0.3305813926272423
f8ffa561-c3fe-40e4-8da3-348b9e2878d4,66,Admin,2024-12-12 14:46:06,PUT,/admin/credentials/62,10.0.0.5,Mozilla/5.0 (X11; Linux x86_64),404,1,14,10,0,0,5,2024-12-12,"[10, 0, 0, 5]",10.0.0.5,0.8442411120710867
589dfc55-ca80-402d-8f65-40df872867e7,54,Nurse,2025-01-11 00:25:30,DELETE,/patient/insurance,10.0.0.35,Python-urllib/3.9,200,0,0,10,0,0,35,2025-01-11,"[10, 0, 0, 35]",10.0.0.35,0.07375153290532013
991e6d5c-6361-4de3-b1a1-85508a5bebb4,28,Nurse,2024-11-17 15:05:22,DELETE,/patient/appointments/confirm/871,10.0.0.191,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,15,10,0,0,191,2024-11-17,"[10, 0, 0, 191]",10.0.0.191,1.595642555287174
342654ae-713c-478f-a364-7bbff89f5a3e,62,Staff,2024-10-30 01:06:12,DELETE,/lab/tests/9722,10.0.0.44,Mozilla/5.0 (X11; Linux x86_64),200,0,1,10,0,0,44,2024-10-30,"[10, 0, 0, 44]",10.0.0.44,0.5874112523491645
bf2fbc4d-9185-4813-852d-bea164677516,69,Staff,2024-12-24 23:17:10,DELETE,/billing/invoices/3773?export=true&limit=500,10.0.0.138,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,23,10,0,0,138,2024-12-24,"[10, 0, 0, 138]",10.0.0.138,1.0368635068625283
237a9aa2-476a-49bd-993e-691101534813,59,Staff,2024-12-26 04:40:42,PUT,/admin/credentials/64,10.0.0.234,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1,4,10,0,0,234,2024-12-26,"[10, 0, 0, 234]",10.0.0.234,0.3947888575577228
926b4e46-0bdb-411a-bf4e-904656b70d38,2,Doctor,2025-01-04 19:35:39,DELETE,/inventory/items/6298?export=true&limit=300,10.0.0.2,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,1,19,10,0,0,2,2025-01-04,"[10, 0, 0, 2]",10.0.0.2,3.265036643479668
2a8d5ee9-7b1e-459e-a80c-81859b3a55ad,65,Staff,2025-01-14 02:28:18,DELETE,/billing/invoices/9578?export=true&limit=500,10.0.0.130,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,2,10,0,0,130,2025-01-14,"[10, 0, 0, 130]",10.0.0.130,0.7800336471406061
2d0cb182-a549-4705-a976-7e8b6ba1fc21,62,Admin,2024-12-02 15:46:52,DELETE,/login/attempts/62?attempts=5,217.139.152.234,curl/7.68.0,200,1,15,217,139,152,234,2024-12-02,"[217, 139, 152, 234]",217.139.152.234,0.5874112523491645
fbd4b184-6b40-44b5-be59-a3cc5d195ba4,37,Doctor,2024-12-22 07:22:36,DELETE,/claims/status/6627,10.0.0.235,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,7,10,0,0,235,2024-12-22,"[10, 0, 0, 235]",10.0.0.235,1.017775370912849
3b7ce859-1d18-4ab9-9524-85e9cd0e50b5,49,Staff,2024-12-01 09:02:44,DELETE,/claims/status/4480,10.0.0.209,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,9,10,0,0,209,2024-12-01,"[10, 0, 0, 209]",10.0.0.209,0.24728579174708257
6b787d09-ead0-4db8-ad44-371081f3f8aa,42,Doctor,2024-10-29 09:35:38,DELETE,/patient/appointments/confirm/562,10.0.0.87,curl/7.68.0,200,0,9,10,0,0,87,2024-10-29,"[10, 0, 0, 87]",10.0.0.87,0.6967380462604463
5b0407df-4cd9-4a3c-8604-e0010b3c7f5f,68,Staff,2024-11-06 03:05:47,DELETE,/billing/invoices/8521?export=true&limit=500,10.0.0.181,Python-urllib/3.9,200,1,3,10,0,0,181,2024-11-06,"[10, 0, 0, 181]",10.0.0.181,0.9726560419320477
71d1a768-bcf3-462d-b419-7100ab8cdfe5,61,Admin,2024-12-12 17:59:52,DELETE,/admin/settings/64,10.0.0.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,1,17,10,0,0,115,2024-12-12,"[10, 0, 0, 115]",10.0.0.115,0.5232037874186839
8e3a9ca8-4785-476e-ab17-549a1207a0a9,51,Doctor,2024-11-25 18:19:27,DELETE,/lab/results/8021,10.0.0.167,Python-urllib/3.9,200,0,18,10,0,0,167,2024-11-25,"[10, 0, 0, 167]",10.0.0.167,0.11887086188612149
a100e20c-684b-4887-ac66-ec5d372c5705,68,Admin,2025-01-14 12:51:08,DELETE,/admin/users/68,10.0.0.240,curl/7.68.0,200,0,12,10,0,0,240,2025-01-14,"[10, 0, 0, 240]",10.0.0.240,0.9726560419320477
05cb0c5b-6a3d-48b2-974c-cd062fdb0cc2,70,Nurse,2025-01-07 10:12:54,DELETE,/patient/appointments/597,10.0.0.2,Mozilla/5.0 (X11; Linux x86_64),200,0,10,10,0,0,2,2025-01-07,"[10, 0, 0, 2]",10.0.0.2,1.1010709717930087
790a2b16-d710-4b04-85d3-fc49efc30083,61,Nurse,2024-12-22 00:03:46,DELETE,/patient/appointments/628,10.0.0.230,Mozilla/5.0 (X11; Linux x86_64),200,0,0,10,0,0,230,2024-12-22,"[10, 0, 0, 230]",10.0.0.230,0.5232037874186839
b26c2679-6f94-43a9-a8e6-a4133b74015f,49,Staff,2024-10-24 21:42:14,DELETE,/pharmacy/refills/8600,10.0.0.212,Mozilla/5.0 (X11; Linux x86_64),200,0,21,10,0,0,212,2024-10-24,"[10, 0, 0, 212]",10.0.0.212,0.24728579174708257
564d5e07-c8df-4c5e-b958-68c6b157cbdf,64,Staff,2024-11-17 01:24:23,DELETE,/lab/tests/8119,10.0.0.174,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,1,10,0,0,174,2024-11-17,"[10, 0, 0, 174]",10.0.0.174,0.7158261822101255
6adc2e74-fccc-4a9c-ac50-125dcc871433,68,Staff,2024-11-01 12:01:03,DELETE,/patient/scheduling/832,10.0.0.252,curl/7.68.0,200,0,12,10,0,0,252,2024-11-01,"[10, 0, 0, 252]",10.0.0.252,0.9726560419320477
28929003-365a-407e-ace6-b9179830f11f,56,Nurse,2024-12-21 20:23:17,DELETE,/billing/invoices/7071?export=true&limit=500,10.0.0.236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,20,10,0,0,236,2024-12-21,"[10, 0, 0, 236]",10.0.0.236,0.2021664627662812
97bc14a1-0a29-4f86-9a33-1dab2e87ff7a,69,Nurse,2024-12-12 01:55:12,DELETE,/patient/appointments/confirm/583,10.0.0.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,1,10,0,0,74,2024-12-12,"[10, 0, 0, 74]",10.0.0.74,1.0368635068625283
71ef6011-83f7-4088-bcc6-73f8e3a7d824,64,Admin,2024-10-30 14:25:48,DELETE,/login/attempts/64?attempts=5,95.101.211.83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,1,14,95,101,211,83,2024-10-30,"[95, 101, 211, 83]",95.101.211.83,0.7158261822101255
6a4ae4fe-e814-47b7-9c63-f28d68afeba9,51,Staff,2024-12-31 06:59:18,DELETE,/lab/tests/9396,10.0.0.33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,6,10,0,0,33,2024-12-31,"[10, 0, 0, 33]",10.0.0.33,0.11887086188612149
1f208d98-7b31-471c-952f-c43376da1406,67,Staff,2024-11-28 00:24:59,DELETE,/lab/results/8399,10.0.0.201,Mozilla/5.0 (X11; Linux x86_64),200,0,0,10,0,0,201,2024-11-28,"[10, 0, 0, 201]",10.0.0.201,0.9084485770015671
fcecf567-fa2c-4804-9a96-3e3d7f337350,50,Nurse,2024-12-08 12:34:03,DELETE,/lab/tests/9972,10.0.0.238,Mozilla/5.0 (X11; Linux x86_64),200,0,12,10,0,0,238,2024-12-08,"[10, 0, 0, 238]",10.0.0.238,0.18307832681660202
45462622-b0b2-4935-8a2d-682c35f1f3f6,10,Doctor,2025-01-14 00:35:16,PUT,/inventory/items/9259?export=true&limit=300,10.0.0.231,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",404,1,0,10,0,0,231,2025-01-14,"[10, 0, 0, 231]",10.0.0.231,2.7513769240358235
000ecc2e-508a-4725-ab32-d342a06a1036,40,Nurse,2024-10-24 12:01:22,DELETE,/claims/status/6503,10.0.0.102,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,12,10,0,0,102,2024-10-24,"[10, 0, 0, 102]",10.0.0.102,0.8251529761214075
31058469-7d05-41e2-8a00-0dc8017e424e,32,Nurse,2024-10-31 03:47:01,DELETE,/patient/appointments/confirm/737,10.0.0.6,Mozilla/5.0 (X11; Linux x86_64),200,0,3,10,0,0,6,2024-10-31,"[10, 0, 0, 6]",10.0.0.6,1.3388126955652517
bf269ea5-bfb1-4655-b076-1b802eabc5e6,64,Staff,2024-10-30 01:43:29,DELETE,/patient/scheduling/839,10.0.0.87,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,1,10,0,0,87,2024-10-30,"[10, 0, 0, 87]",10.0.0.87,0.7158261822101255
5a355448-02f1-4fc1-901b-0566561825d5,61,Staff,2024-10-22 09:11:11,DELETE,/claims/status/3096,10.0.0.106,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,9,10,0,0,106,2024-10-22,"[10, 0, 0, 106]",10.0.0.106,0.5232037874186839
65d5b81b-f9ae-47ff-9350-37993da2256d,48,Nurse,2024-10-25 22:00:05,PUT,/admin/credentials/64,10.0.0.146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",404,1,22,10,0,0,146,2024-10-25,"[10, 0, 0, 146]",10.0.0.146,0.3114932566775631
6b18e89f-9156-4148-baad-abd5c8b052b7,69,Staff,2025-01-11 02:29:24,PUT,/inventory/items/7297?export=true&limit=300,10.0.0.161,Python-urllib/3.9,404,1,2,10,0,0,161,2025-01-11,"[10, 0, 0, 161]",10.0.0.161,1.0368635068625283
245a8ae9-6e54-4dde-9bd3-34a3ab604a3c,59,Staff,2025-01-15 06:08:54,DELETE,/lab/tests/9753,10.0.0.144,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,6,10,0,0,144,2025-01-15,"[10, 0, 0, 144]",10.0.0.144,0.3947888575577228
060bf82c-2e86-4aa9-bab0-970da1850295,68,Doctor,2024-11-03 10:00:44,DELETE,/billing/invoices/2673?export=true&limit=500,10.0.0.12,Mozilla/5.0 (X11; Linux x86_64),200,0,10,10,0,0,12,2024-11-03,"[10, 0, 0, 12]",10.0.0.12,0.9726560419320477
a4e6534b-e184-485b-b4f3-e5561a88b0d0,49,Staff,2024-11-08 04:47:16,DELETE,/billing/invoices/4026?export=true&limit=500,10.0.0.56,Python-urllib/3.9,200,0,4,10,0,0,56,2024-11-08,"[10, 0, 0, 56]",10.0.0.56,0.24728579174708257
9f5633d3-2d76-4cf8-b691-d9c40e51c47b,19,Doctor,2024-12-25 02:25:29,DELETE,/pharmacy/orders/7602,10.0.0.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,2,10,0,0,63,2024-12-25,"[10, 0, 0, 63]",10.0.0.63,2.173509739661499
d90ec74e-2860-4ff7-9f19-70f6ddbc879f,2,Doctor,2024-10-31 02:36:04,DELETE,/claims/status/7586,10.0.0.237,Mozilla/5.0 (X11; Linux x86_64),200,0,2,10,0,0,237,2024-10-31,"[10, 0, 0, 237]",10.0.0.237,3.265036643479668
b6624647-62f3-4b62-a227-00733d8119d7,68,Nurse,2024-12-04 00:09:21,DELETE,/patient/labs/7881,10.0.0.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,0,10,0,0,74,2024-12-04,"[10, 0, 0, 74]",10.0.0.74,0.9726560419320477
057f624b-96d9-4d81-b240-6a72e76e8e7b,51,Doctor,2025-01-03 00:48:26,DELETE,/patient/appointments/cancel/620,10.0.0.113,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,0,10,0,0,113,2025-01-03,"[10, 0, 0, 113]",10.0.0.113,0.11887086188612149
f51966f8-ad71-49eb-9b2c-1db1184a84d0,51,Staff,2024-12-07 03:30:53,DELETE,/inventory/items/9115?export=true&limit=300,10.0.0.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,3,10,0,0,227,2024-12-07,"[10, 0, 0, 227]",10.0.0.227,0.11887086188612149
3d3140dc-d745-4cdd-b07f-887e3ba6572d,51,Doctor,2024-12-09 08:49:56,DELETE,/patient/appointments/confirm/672,10.0.0.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,8,10,0,0,180,2024-12-09,"[10, 0, 0, 180]",10.0.0.180,0.11887086188612149
07e5a9ca-f696-4650-8806-0fd5307c1fe2,65,Admin,2024-10-20 21:58:19,DELETE,/admin/credentials/69,10.0.0.81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,21,10,0,0,81,2024-10-20,"[10, 0, 0, 81]",10.0.0.81,0.7800336471406061
c6fe2a3b-c521-407c-a783-15c1c531092d,28,Nurse,2024-11-03 00:36:19,DELETE,/patient/records/6731?export=true&limit=1000,10.0.0.50,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,1,0,10,0,0,50,2024-11-03,"[10, 0, 0, 50]",10.0.0.50,1.595642555287174
