LogID,UserID,Role,Timestamp,HTTP_Method,Endpoint,IP_Address,User_Agent,HTTP_Response,Anomalous,Hour,IP_First_Octet,IP_Second_Octet,IP_Third_Octet,IP_Fourth_Octet,Date,IP_Octets,IP_Combined,UserID_Zscore
fc6d7b45-ccc0-4141-b76f-1cc5864848a2,3,Doctor,2024-11-05 20:14:20,DELETE,/lab/tests/8562,10.0.0.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",201,0,20,10,0,0,207,2024-11-05,"[10, 0, 0, 207]",10.0.0.207,3.2008291785491876
3ee44dc3-c816-4743-a48b-343223e7e349,3,Doctor,2024-11-22 23:02:55,GET,/patient/insurance,10.0.0.214,curl/7.68.0,201,0,23,10,0,0,214,2024-11-22,"[10, 0, 0, 214]",10.0.0.214,3.2008291785491876
f38b1e42-09ac-4a93-8594-6646f202e615,3,Doctor,2024-10-27 20:17:00,GET,/pharmacy/refills/5249,10.0.0.203,Mozilla/5.0 (X11; Linux x86_64),200,0,20,10,0,0,203,2024-10-27,"[10, 0, 0, 203]",10.0.0.203,3.2008291785491876
6e61f438-19a8-48b4-8d41-b00034f16adc,3,Doctor,2024-11-13 11:06:24,GET,/patient/appointments/cancel/612,10.0.0.118,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,11,10,0,0,118,2024-11-13,"[10, 0, 0, 118]",10.0.0.118,3.2008291785491876
46504c26-e395-4179-aeb2-c1048ba6458f,2,Doctor,2024-11-28 09:27:15,GET,/lab/results/7936,10.0.0.58,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,9,10,0,0,58,2024-11-28,"[10, 0, 0, 58]",10.0.0.58,3.265036643479668
a8d0d2c7-5613-4934-9895-73a05ee5bd5d,3,Doctor,2024-11-24 07:09:53,GET,/pharmacy/refills/5536,10.0.0.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,7,10,0,0,59,2024-11-24,"[10, 0, 0, 59]",10.0.0.59,3.2008291785491876
49b2ab4c-bdf3-4817-9f8b-3e4bf0635c5f,2,Doctor,2024-11-12 19:48:55,GET,/billing/invoices/7618?export=true&limit=500,10.0.0.7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,19,10,0,0,7,2024-11-12,"[10, 0, 0, 7]",10.0.0.7,3.265036643479668
4245c35d-22d1-436e-9751-052939de2d00,3,Doctor,2024-11-10 23:20:40,GET,/billing/invoices/4956?export=true&limit=500,10.0.0.240,Python-urllib/3.9,200,0,23,10,0,0,240,2024-11-10,"[10, 0, 0, 240]",10.0.0.240,3.2008291785491876
31687399-e365-4807-b5a5-b26b1947bc73,3,Doctor,2024-11-20 20:00:23,GET,/billing/invoices/7633?export=true&limit=500,10.0.0.170,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,20,10,0,0,170,2024-11-20,"[10, 0, 0, 170]",10.0.0.170,3.2008291785491876
a62bd6af-d3a9-4593-a6fd-0ad813b9776f,3,Doctor,2024-12-20 11:38:55,HEAD,/billing/invoices/4310?export=true&limit=500,10.0.0.117,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),302,0,11,10,0,0,117,2024-12-20,"[10, 0, 0, 117]",10.0.0.117,3.2008291785491876
6f7e60a5-06e5-4939-8fb3-d2237d31677c,3,Doctor,2024-11-25 02:54:47,GET,/claims/status/6798,10.0.0.142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,2,10,0,0,142,2024-11-25,"[10, 0, 0, 142]",10.0.0.142,3.2008291785491876
422fd95c-1bde-4f34-9a29-85f5ab73ef22,2,Doctor,2024-12-03 07:44:26,HEAD,/patient/labs/1222,10.0.0.233,Python-urllib/3.9,200,0,7,10,0,0,233,2024-12-03,"[10, 0, 0, 233]",10.0.0.233,3.265036643479668
be0861bb-0462-46a4-96fe-87a35e272e47,2,Doctor,2024-11-10 19:21:06,GET,/lab/results/9067,10.0.0.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,19,10,0,0,201,2024-11-10,"[10, 0, 0, 201]",10.0.0.201,3.265036643479668
a4e41569-49d6-40e0-ab83-0d92dd01f441,2,Doctor,2024-10-21 08:11:22,POST,/pharmacy/orders/9195,10.0.0.194,Mozilla/5.0 (X11; Linux x86_64),200,0,8,10,0,0,194,2024-10-21,"[10, 0, 0, 194]",10.0.0.194,3.265036643479668
39a80f3b-bc80-426a-ad5e-26953cc36584,3,Doctor,2024-12-10 14:45:03,GET,/lab/results/7777,10.0.0.10,Python-urllib/3.9,200,0,14,10,0,0,10,2024-12-10,"[10, 0, 0, 10]",10.0.0.10,3.2008291785491876
3b052425-8df9-4525-a7a3-321ad196ab5c,3,Doctor,2024-12-04 06:25:20,GET,/lab/results/7568,10.0.0.193,curl/7.68.0,200,0,6,10,0,0,193,2024-12-04,"[10, 0, 0, 193]",10.0.0.193,3.2008291785491876
ae654c5a-2f37-42ef-98e7-9efb526c26a8,2,Doctor,2024-11-12 08:11:04,GET,/claims/status/3058,10.0.0.209,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,8,10,0,0,209,2024-11-12,"[10, 0, 0, 209]",10.0.0.209,3.265036643479668
53e2a5a3-7fea-4c99-b31e-4016cb545a25,3,Doctor,2024-10-26 01:39:46,GET,/patient/labs/3230,10.0.0.172,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,1,10,0,0,172,2024-10-26,"[10, 0, 0, 172]",10.0.0.172,3.2008291785491876
c60df3bd-4dd3-4779-a649-bc3a609bff49,2,Doctor,2024-12-22 06:40:09,POST,/billing/invoices/8385?export=true&limit=500,10.0.0.242,Python-urllib/3.9,200,0,6,10,0,0,242,2024-12-22,"[10, 0, 0, 242]",10.0.0.242,3.265036643479668
796f0fc6-1f55-40e1-8490-71ea75b1ba30,3,Doctor,2024-10-28 01:16:36,POST,/patient/appointments/859,10.0.0.247,curl/7.68.0,200,0,1,10,0,0,247,2024-10-28,"[10, 0, 0, 247]",10.0.0.247,3.2008291785491876
79eaf4ae-3547-4dfc-b80c-4b52e52fe249,2,Doctor,2025-01-08 07:07:44,GET,/billing/invoices/9843?export=true&limit=500,10.0.0.181,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,7,10,0,0,181,2025-01-08,"[10, 0, 0, 181]",10.0.0.181,3.265036643479668
2bea726c-7b2b-482c-acc8-82436118ecf8,3,Doctor,2024-11-18 10:23:44,GET,/patient/labs/8516,10.0.0.211,Mozilla/5.0 (X11; Linux x86_64),200,0,10,10,0,0,211,2024-11-18,"[10, 0, 0, 211]",10.0.0.211,3.2008291785491876
853d1652-bc22-4d8f-bd00-e4186a774d80,3,Doctor,2024-12-29 22:10:12,GET,/lab/results/7880,10.0.0.177,Mozilla/5.0 (X11; Linux x86_64),200,0,22,10,0,0,177,2024-12-29,"[10, 0, 0, 177]",10.0.0.177,3.2008291785491876
45c045e8-28ca-49a2-9cfb-76d0fc5ef7a6,2,Doctor,2025-01-13 10:28:39,GET,/lab/results/7783,10.0.0.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,10,10,0,0,10,2025-01-13,"[10, 0, 0, 10]",10.0.0.10,3.265036643479668
a6123482-be64-4204-81cd-8fc00a002ed9,2,Doctor,2025-01-05 01:19:19,OPTIONS,/patient/labs/3748,10.0.0.103,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),302,0,1,10,0,0,103,2025-01-05,"[10, 0, 0, 103]",10.0.0.103,3.265036643479668
e72bf005-ca95-4938-86b3-97c14015d71e,2,Doctor,2024-12-29 07:50:12,GET,/patient/insurance,10.0.0.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,7,10,0,0,89,2024-12-29,"[10, 0, 0, 89]",10.0.0.89,3.265036643479668
685aa403-5780-4de4-81b5-772c7ca0a272,3,Doctor,2025-01-06 05:12:59,GET,/patient/appointments/confirm/887,10.0.0.232,Python-urllib/3.9,201,0,5,10,0,0,232,2025-01-06,"[10, 0, 0, 232]",10.0.0.232,3.2008291785491876
54a45454-2d0b-439e-8074-71375a55bf4a,3,Doctor,2024-11-15 05:28:07,HEAD,/patient/appointments/cancel/704,10.0.0.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,5,10,0,0,164,2024-11-15,"[10, 0, 0, 164]",10.0.0.164,3.2008291785491876
8bae1e29-f5dd-41a5-96f9-9a958f38e64f,2,Doctor,2024-12-02 09:00:48,DELETE,/pharmacy/refills/5909,10.0.0.217,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",201,0,9,10,0,0,217,2024-12-02,"[10, 0, 0, 217]",10.0.0.217,3.265036643479668
802b53d3-573d-4a9d-81c3-c39fc92bb595,2,Doctor,2024-12-31 06:10:39,POST,/lab/results/7108,10.0.0.160,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,6,10,0,0,160,2024-12-31,"[10, 0, 0, 160]",10.0.0.160,3.265036643479668
af53a509-255a-46ff-884e-32cf0c04738b,2,Doctor,2024-12-27 01:41:15,GET,/pharmacy/orders/9392,10.0.0.79,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,1,10,0,0,79,2024-12-27,"[10, 0, 0, 79]",10.0.0.79,3.265036643479668
dfd6fda8-1525-4f5d-aaeb-2163a3f6a46a,3,Doctor,2024-10-23 04:41:03,POST,/lab/results/8074,10.0.0.34,Mozilla/5.0 (X11; Linux x86_64),200,0,4,10,0,0,34,2024-10-23,"[10, 0, 0, 34]",10.0.0.34,3.2008291785491876
926b4e46-0bdb-411a-bf4e-904656b70d38,2,Doctor,2025-01-04 19:35:39,DELETE,/inventory/items/6298?export=true&limit=300,10.0.0.2,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,1,19,10,0,0,2,2025-01-04,"[10, 0, 0, 2]",10.0.0.2,3.265036643479668
45186bfd-e26d-41fd-b140-075af2bd44d3,3,Doctor,2025-01-12 06:51:18,GET,/patient/records/7751?export=true&limit=1000,10.0.0.161,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,6,10,0,0,161,2025-01-12,"[10, 0, 0, 161]",10.0.0.161,3.2008291785491876
5446fcf7-47d7-4470-8eb6-fa9fc5bfa314,2,Doctor,2024-12-23 08:49:53,GET,/patient/appointments/cancel/523,10.0.0.164,curl/7.68.0,302,0,8,10,0,0,164,2024-12-23,"[10, 0, 0, 164]",10.0.0.164,3.265036643479668
ba719f1d-e018-4822-9b9b-933c3f9ebf4c,3,Doctor,2024-12-23 06:23:55,DELETE,/login/attempts/3?attempts=5,13.245.217.247,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),403,1,6,13,245,217,247,2024-12-23,"[13, 245, 217, 247]",13.245.217.247,3.2008291785491876
03446cdc-33d6-4db9-8446-9a6614834a67,3,Doctor,2024-11-29 05:48:19,GET,/claims/status/3104,10.0.0.168,Mozilla/5.0 (X11; Linux x86_64),302,0,5,10,0,0,168,2024-11-29,"[10, 0, 0, 168]",10.0.0.168,3.2008291785491876
571c7989-6965-4b95-a6c0-6211a0b067e6,2,Doctor,2024-10-22 15:21:01,GET,/claims/status/8317,10.0.0.194,Python-urllib/3.9,200,0,15,10,0,0,194,2024-10-22,"[10, 0, 0, 194]",10.0.0.194,3.265036643479668
c9b40d3d-c416-4aa2-b018-fef1a62479d0,3,Doctor,2024-11-27 02:38:29,GET,/patient/appointments/confirm/703,10.0.0.116,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,2,10,0,0,116,2024-11-27,"[10, 0, 0, 116]",10.0.0.116,3.2008291785491876
5a293993-04b0-42a3-a085-a095adc88688,3,Doctor,2024-11-19 04:15:01,GET,/claims/status/7792,10.0.0.238,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,4,10,0,0,238,2024-11-19,"[10, 0, 0, 238]",10.0.0.238,3.2008291785491876
555039e3-3acf-4eb3-89ed-b20939046811,3,Doctor,2024-10-28 19:25:42,GET,/patient/appointments/confirm/732,10.0.0.207,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,19,10,0,0,207,2024-10-28,"[10, 0, 0, 207]",10.0.0.207,3.2008291785491876
67169001-6672-46ce-97a4-47c8a2912132,2,Doctor,2024-11-14 11:52:31,GET,/lab/tests/9455,10.0.0.26,Mozilla/5.0 (X11; Linux x86_64),200,0,11,10,0,0,26,2024-11-14,"[10, 0, 0, 26]",10.0.0.26,3.265036643479668
54da443b-227f-4255-8c77-271409b684d2,2,Doctor,2025-01-15 07:45:26,GET,/billing/invoices/6356?export=true&limit=500,10.0.0.54,Mozilla/5.0 (X11; Linux x86_64),200,0,7,10,0,0,54,2025-01-15,"[10, 0, 0, 54]",10.0.0.54,3.265036643479668
29f3bb9f-67a1-4f2a-9df9-268defd12e35,2,Doctor,2024-11-30 02:40:24,GET,/billing/invoices/8949?export=true&limit=500,10.0.0.55,Mozilla/5.0 (X11; Linux x86_64),200,0,2,10,0,0,55,2024-11-30,"[10, 0, 0, 55]",10.0.0.55,3.265036643479668
0eb634e6-3433-46af-845f-39260e166310,3,Doctor,2024-10-27 22:59:12,DELETE,/claims/status/5830,10.0.0.104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",302,0,22,10,0,0,104,2024-10-27,"[10, 0, 0, 104]",10.0.0.104,3.2008291785491876
125d8fec-942e-413f-8948-00e4d94d21d5,3,Doctor,2024-10-28 01:02:03,POST,/patient/records/7115?export=true&limit=1000,10.0.0.147,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),304,0,1,10,0,0,147,2024-10-28,"[10, 0, 0, 147]",10.0.0.147,3.2008291785491876
6db4375a-b774-418c-9738-8b25eb505c38,2,Doctor,2024-11-04 02:39:21,GET,/patient/appointments/571,10.0.0.88,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,2,10,0,0,88,2024-11-04,"[10, 0, 0, 88]",10.0.0.88,3.265036643479668
73438c26-a62e-4510-89f6-ce236358b459,2,Doctor,2025-01-09 07:37:48,PUT,/billing/invoices/4490?export=true&limit=500,10.0.0.186,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,7,10,0,0,186,2025-01-09,"[10, 0, 0, 186]",10.0.0.186,3.265036643479668
19864a49-95f9-4714-86e5-3eb4bb0d5f87,2,Doctor,2024-12-13 10:49:44,GET,/patient/appointments/517,10.0.0.7,Python-urllib/3.9,200,0,10,10,0,0,7,2024-12-13,"[10, 0, 0, 7]",10.0.0.7,3.265036643479668
57d7ac87-23d8-4ca9-b5bc-0add35b529a3,3,Doctor,2024-12-24 10:22:14,POST,/patient/records/8059?export=true&limit=1000,10.0.0.187,Mozilla/5.0 (X11; Linux x86_64),200,0,10,10,0,0,187,2024-12-24,"[10, 0, 0, 187]",10.0.0.187,3.2008291785491876
22c0a6e0-65f5-441a-aeb3-d1e4cf89d0d7,2,Doctor,2024-12-23 08:36:29,GET,/patient/appointments/cancel/771,10.0.0.66,curl/7.68.0,200,0,8,10,0,0,66,2024-12-23,"[10, 0, 0, 66]",10.0.0.66,3.265036643479668
41285667-777d-42da-a2ab-9dd53629bd2d,3,Doctor,2024-11-03 08:20:45,GET,/pharmacy/orders/6422,10.0.0.127,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),201,0,8,10,0,0,127,2024-11-03,"[10, 0, 0, 127]",10.0.0.127,3.2008291785491876
a3ab83b6-5619-45a6-957f-5263e7e53b68,2,Doctor,2024-12-07 08:22:23,GET,/lab/tests/8367,10.0.0.144,Mozilla/5.0 (X11; Linux x86_64),201,0,8,10,0,0,144,2024-12-07,"[10, 0, 0, 144]",10.0.0.144,3.265036643479668
1c34ce68-87d1-4cb8-826a-e683e1d2e28d,2,Doctor,2024-12-26 09:20:17,GET,/lab/tests/9604,10.0.0.42,Python-urllib/3.9,200,0,9,10,0,0,42,2024-12-26,"[10, 0, 0, 42]",10.0.0.42,3.265036643479668
b98cd83d-b88e-42db-86e2-b060dc3e5790,3,Doctor,2024-12-18 07:44:38,POST,/lab/tests/9687,10.0.0.216,Python-urllib/3.9,200,0,7,10,0,0,216,2024-12-18,"[10, 0, 0, 216]",10.0.0.216,3.2008291785491876
9f498fea-d6de-4abf-a42f-1b5b0fdfd5fe,3,Doctor,2024-10-28 06:29:05,GET,/patient/labs/4654,10.0.0.211,Python-urllib/3.9,200,0,6,10,0,0,211,2024-10-28,"[10, 0, 0, 211]",10.0.0.211,3.2008291785491876
b62c3a93-eaf9-4483-b9a6-a2bc06423bd5,2,Doctor,2024-12-26 11:14:33,GET,/billing/invoices/9294?export=true&limit=500,10.0.0.215,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),201,0,11,10,0,0,215,2024-12-26,"[10, 0, 0, 215]",10.0.0.215,3.265036643479668
5aecc857-71c8-40fd-b6bc-f094122c43d9,2,Doctor,2024-11-21 02:01:54,PATCH,/patient/appointments/855,10.0.0.203,Mozilla/5.0 (X11; Linux x86_64),200,0,2,10,0,0,203,2024-11-21,"[10, 0, 0, 203]",10.0.0.203,3.265036643479668
a2e68a82-65b1-489e-8a9a-a3f0ea228dea,2,Doctor,2025-01-11 05:30:27,GET,/pharmacy/refills/6756,10.0.0.189,curl/7.68.0,200,0,5,10,0,0,189,2025-01-11,"[10, 0, 0, 189]",10.0.0.189,3.265036643479668
521ea741-1422-4794-87b8-172a454c9e38,3,Doctor,2024-11-11 06:23:26,GET,/lab/tests/7261,10.0.0.71,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),302,0,6,10,0,0,71,2024-11-11,"[10, 0, 0, 71]",10.0.0.71,3.2008291785491876
1bd52738-87e4-4bb9-8e29-3c62b828ddcc,2,Doctor,2024-11-04 23:07:08,PATCH,/patient/appointments/cancel/633,10.0.0.13,Mozilla/5.0 (Windows NT 10.0; Win64; x64),201,0,23,10,0,0,13,2024-11-04,"[10, 0, 0, 13]",10.0.0.13,3.265036643479668
d90ec74e-2860-4ff7-9f19-70f6ddbc879f,2,Doctor,2024-10-31 02:36:04,DELETE,/claims/status/7586,10.0.0.237,Mozilla/5.0 (X11; Linux x86_64),200,0,2,10,0,0,237,2024-10-31,"[10, 0, 0, 237]",10.0.0.237,3.265036643479668
4c6c9f72-de54-4024-ad10-64c68434c2a5,3,Doctor,2024-11-01 11:31:49,GET,/patient/labs/1195,10.0.0.240,Python-urllib/3.9,200,0,11,10,0,0,240,2024-11-01,"[10, 0, 0, 240]",10.0.0.240,3.2008291785491876
1234b5b7-13ed-435a-a852-a6fc1a99cf62,3,Doctor,2024-11-06 00:36:59,GET,/pharmacy/orders/8853,10.0.0.53,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),201,0,0,10,0,0,53,2024-11-06,"[10, 0, 0, 53]",10.0.0.53,3.2008291785491876
e49fa93d-64eb-4a60-a55f-37ebbb4f29a5,2,Doctor,2024-12-30 17:41:12,GET,/patient/insurance,10.0.0.104,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0,17,10,0,0,104,2024-12-30,"[10, 0, 0, 104]",10.0.0.104,3.265036643479668
52efa85d-803b-4411-ad59-d45cbec1fece,2,Doctor,2024-11-12 09:23:22,GET,/patient/records/8042?export=true&limit=1000,10.0.0.216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",200,0,9,10,0,0,216,2024-11-12,"[10, 0, 0, 216]",10.0.0.216,3.265036643479668
f7ca400f-aed1-4e7d-9f86-daa12ddc1fad,2,Doctor,2024-11-04 13:00:03,GET,/pharmacy/refills/6608,10.0.0.228,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,13,10,0,0,228,2024-11-04,"[10, 0, 0, 228]",10.0.0.228,3.265036643479668
8e8bd954-fa06-476f-83e7-ecc0dc8dc0d2,3,Doctor,2024-12-03 06:34:43,POST,/lab/tests/7453,10.0.0.119,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),304,0,6,10,0,0,119,2024-12-03,"[10, 0, 0, 119]",10.0.0.119,3.2008291785491876
845f2470-817a-4437-9594-9532e39878cc,3,Doctor,2025-01-13 07:38:28,POST,/pharmacy/refills/6921,10.0.0.184,curl/7.68.0,200,0,7,10,0,0,184,2025-01-13,"[10, 0, 0, 184]",10.0.0.184,3.2008291785491876
1176fe6e-d639-4bd8-8025-009457cfbd50,2,Doctor,2024-12-28 19:36:58,POST,/patient/labs/3873,10.0.0.87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",302,0,19,10,0,0,87,2024-12-28,"[10, 0, 0, 87]",10.0.0.87,3.265036643479668
db8dc6d6-8a5c-4b93-be28-4a954f577872,3,Doctor,2024-12-13 07:40:08,GET,/patient/records/1922?export=true&limit=1000,10.0.0.29,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,7,10,0,0,29,2024-12-13,"[10, 0, 0, 29]",10.0.0.29,3.2008291785491876
d719bdbd-efc6-4202-88ad-04d36eff94e5,3,Doctor,2025-01-10 11:05:51,GET,/billing/invoices/6582?export=true&limit=500,10.0.0.222,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,11,10,0,0,222,2025-01-10,"[10, 0, 0, 222]",10.0.0.222,3.2008291785491876
c1a3ec58-c2de-4ff8-ab2c-109bd2059d30,3,Doctor,2024-11-05 04:08:53,GET,/patient/labs/6497,10.0.0.55,curl/7.68.0,200,0,4,10,0,0,55,2024-11-05,"[10, 0, 0, 55]",10.0.0.55,3.2008291785491876
d3c2650d-41f3-4b4a-8208-8a619e70de69,3,Doctor,2024-12-14 00:55:52,GET,/patient/records/1034?export=true&limit=1000,10.0.0.185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,0,10,0,0,185,2024-12-14,"[10, 0, 0, 185]",10.0.0.185,3.2008291785491876
fbb4daa7-acce-4bf4-b7cd-7c924ea65302,3,Doctor,2024-12-24 21:34:30,GET,/lab/results/8114,10.0.0.229,curl/7.68.0,200,0,21,10,0,0,229,2024-12-24,"[10, 0, 0, 229]",10.0.0.229,3.2008291785491876
ade6c1f1-a6c5-4f56-b176-0269de3b761f,2,Doctor,2024-11-08 12:05:06,GET,/billing/invoices/5018?export=true&limit=500,10.0.0.124,curl/7.68.0,200,0,12,10,0,0,124,2024-11-08,"[10, 0, 0, 124]",10.0.0.124,3.265036643479668
4ddfe447-0472-453a-906b-b20e82d5b7cf,3,Doctor,2024-12-21 20:02:14,GET,/pharmacy/refills/8523,10.0.0.209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,0,20,10,0,0,209,2024-12-21,"[10, 0, 0, 209]",10.0.0.209,3.2008291785491876
041dff59-72ce-43e4-a395-f9a2c2554f40,3,Doctor,2025-01-04 20:14:13,GET,/pharmacy/refills/8844,10.0.0.204,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),200,0,20,10,0,0,204,2025-01-04,"[10, 0, 0, 204]",10.0.0.204,3.2008291785491876
4a8e23cf-8a6a-44c0-9dae-a66e7d2e86fe,3,Doctor,2024-10-26 05:56:20,PUT,/inventory/items/9718?export=true&limit=300,10.0.0.5,Mozilla/5.0 (X11; Linux x86_64),500,1,5,10,0,0,5,2024-10-26,"[10, 0, 0, 5]",10.0.0.5,3.2008291785491876
c224807f-0147-4f52-be81-243467fc8fd1,3,Doctor,2024-12-24 06:20:17,GET,/patient/insurance,10.0.0.235,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),302,0,6,10,0,0,235,2024-12-24,"[10, 0, 0, 235]",10.0.0.235,3.2008291785491876
bd0ae0bc-0dfa-44ee-ad60-607dfe989616,3,Doctor,2024-12-19 12:17:47,GET,/patient/labs/1097,10.0.0.116,Mozilla/5.0 (X11; Linux x86_64),200,0,12,10,0,0,116,2024-12-19,"[10, 0, 0, 116]",10.0.0.116,3.2008291785491876
