LogID,UserID,Timestamp,Endpoint,HTTP_Response,Hour,DayOfWeek,Is_After_Hours,Is_Internal_IP,Role_Doctor,Role_Nurse,Role_Staff,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,Anomalous
3370aab5-0c61-4375-af69-01b2c9298816,30,2024-11-18 08:17:23,33,200,8,0,0,1,False,False,True,False,False,False,False,True,False,0
aea34e7e-3a7a-40ec-a90b-8436bcadd9a0,15,2024-12-30 08:57:39,34,200,8,0,0,0,False,True,False,True,False,False,False,False,False,1
bb7a7359-dfe4-479e-82ae-575f2590b613,31,2024-12-31 20:05:48,35,200,20,1,0,0,False,False,False,True,False,False,False,False,False,1
2febe116-641e-4549-a1d9-59a86676cde1,32,2024-12-18 14:06:24,36,403,14,2,0,1,False,True,False,False,False,False,False,False,True,1
e0731095-378e-44bb-94d7-2bd84099376e,33,2025-01-15 21:31:45,37,200,21,2,1,1,False,True,False,True,False,False,False,False,False,0
f789685a-0adf-4d5e-aa40-2120cdb1f6c8,34,2025-01-03 18:24:48,38,404,18,4,0,1,False,True,False,False,False,False,False,False,True,1
b7654ad7-b505-4b37-b3f9-c744f488e18c,35,2024-10-22 02:57:37,39,404,2,1,1,1,True,False,False,False,False,False,False,False,True,1
7088f6a7-b247-4b75-9faf-e57e61f48bbf,11,2024-11-05 07:32:39,40,200,7,1,0,1,False,True,False,False,False,False,False,True,False,0
d002f93f-d732-4062-b34e-3c37712c7824,29,2025-01-15 06:14:51,41,302,6,2,0,1,False,False,True,True,False,False,False,False,False,0
7d05fe13-3a69-468e-a6e5-f21f4bdf0686,36,2024-11-14 11:25:18,42,200,11,3,0,1,False,True,False,False,False,False,False,True,False,0
ade01301-aeb1-48d4-98cd-92cd798730e8,31,2024-12-16 14:07:06,43,403,14,0,0,1,False,False,False,False,False,False,False,False,True,1
0c77cfd8-0127-4c1d-b671-245a0d49a7ed,24,2024-11-16 13:01:44,44,302,13,5,0,1,False,True,False,True,False,False,False,False,False,0
7388f73e-1a31-4d9d-adea-028375716b3e,37,2024-10-23 11:25:35,45,200,11,2,0,1,True,False,False,True,False,False,False,False,False,1
a0583b30-ec31-4a66-b647-93eddcf85a3e,20,2024-10-26 02:03:07,46,200,2,5,1,1,False,False,False,True,False,False,False,False,False,0
650d38d7-db4e-4849-a2a3-89568e80e58d,38,2024-10-24 15:12:38,47,403,15,3,0,1,False,False,True,False,False,False,False,False,False,1
43e1a5e4-0b54-44ed-af0e-ae0d52f63c78,39,2025-01-07 18:27:10,48,200,18,1,0,1,True,False,False,False,False,False,False,True,False,1
7ac27db2-f0a4-431a-880d-03c07eae3571,40,2024-12-06 12:43:42,49,404,12,4,0,1,False,False,False,False,False,False,False,False,True,1
da5de5ff-413b-477b-b315-99981475a0aa,15,2024-12-06 15:57:18,50,403,15,4,0,1,False,True,False,False,False,False,False,False,True,1
a6481032-1f13-415b-8bc4-315de942f6c1,39,2024-11-17 03:36:26,51,500,3,6,1,1,True,False,False,False,False,False,False,False,False,1
99052997-a338-4fe8-bd81-84c547af18cf,5,2025-01-16 02:18:47,52,200,2,3,1,1,False,False,True,True,False,False,False,False,False,0
401363c4-0c76-4ab4-82c5-e8e77669f719,13,2024-12-11 23:47:14,53,302,23,2,1,1,False,True,False,True,False,False,False,False,False,0
c62272c3-d85c-4dfe-9cdd-b934c4b8e0f9,41,2024-11-13 02:03:57,54,500,2,2,1,0,True,False,False,True,False,False,False,False,False,1
b32af9aa-8310-44a4-9844-2df0c4bf1f9c,42,2024-12-11 19:53:36,55,200,19,2,0,1,False,True,False,True,False,False,False,False,False,0
b22b71ea-8cfa-4b5b-b2cb-771ee6e82972,43,2024-12-30 18:04:09,56,200,18,0,0,1,False,False,True,True,False,False,False,False,False,0
28e4aa8b-5469-4c05-bf3d-b0d7f8f4391a,40,2024-12-28 14:44:35,57,403,14,5,0,1,False,False,False,False,False,False,False,False,False,1
b342c015-ee63-4c03-9d86-8a7a13bf139d,44,2024-12-07 20:54:39,58,500,20,5,0,1,True,False,False,False,False,False,False,False,True,1
0413ba96-dd3e-4916-9220-a553d9bf1c06,45,2024-12-30 21:20:00,59,200,21,0,1,1,False,False,True,False,False,False,False,True,False,1
6a4adf0e-1bfd-4438-a45a-31ae2245e4a6,20,2025-01-13 08:05:36,60,200,8,0,0,1,False,False,False,False,False,False,False,False,False,1
90672dc8-0d70-481d-81b5-12101b6a3a30,24,2024-11-23 03:53:22,61,201,3,5,1,0,False,True,False,True,False,False,False,False,False,0
1c969ba5-e8b7-4ade-bebf-3e26e6f404ab,31,2024-10-30 12:37:10,62,200,12,2,0,1,False,False,False,False,False,False,False,False,True,1
b30000fa-4fe4-4fe6-9af9-1dc8e32891c2,46,2025-01-12 13:14:50,63,404,13,6,0,1,False,True,False,False,False,False,False,False,False,1
e4e5c2af-21ad-477a-a465-a909c8a5145b,44,2024-11-21 17:12:40,64,200,17,3,0,1,True,False,False,False,False,False,False,True,False,1
8a032179-1c1a-4dcc-8a70-d67a7e9334ee,33,2024-12-12 03:40:55,26,404,3,3,1,0,False,True,False,False,False,False,False,False,False,1
3041ba2f-2bf3-4bd4-9676-1d2a77e693aa,47,2024-12-05 19:00:46,65,200,19,3,0,1,True,False,False,True,False,False,False,False,False,0
0b0a38c6-60f8-4d84-ab40-6e0584aa2a5d,48,2024-10-24 07:53:21,66,200,7,3,0,1,True,False,False,False,False,False,False,True,False,1
882397a2-a3b5-4da7-b05c-04d14d6b84ad,33,2024-12-23 07:49:02,67,403,7,0,0,1,False,True,False,True,False,False,False,False,False,1
6867f281-a3f6-44da-9be8-cfe98d629054,43,2024-12-14 00:56:08,43,200,0,5,1,1,False,False,True,True,False,False,False,False,False,1
5c062bfc-e9f0-432c-8f7d-b20b8ae6cef5,17,2024-12-30 07:43:09,68,200,7,0,0,1,False,False,False,True,False,False,False,False,False,0
22d60cdf-9e25-4326-afd0-81c60260d7a0,49,2024-12-12 14:34:53,69,200,14,3,0,1,False,True,False,False,False,False,False,False,False,1
af29e82d-b77c-4997-9eb2-357f1694352a,38,2024-12-12 13:30:17,70,200,13,3,0,1,False,False,True,False,False,False,False,False,True,1
37350b45-84f0-4562-bc8e-e6443831018f,50,2024-12-29 15:33:03,71,404,15,6,0,1,False,False,True,False,False,False,False,False,False,1
fe2005a1-e20d-423d-9a1a-4b8595f85eb0,25,2024-12-02 09:02:26,58,500,9,0,0,1,False,True,False,False,False,False,False,False,False,1
18076f99-a6c5-4dc5-831c-a20b1cd5017c,35,2024-12-17 12:24:20,72,500,12,1,0,0,True,False,False,False,False,False,False,False,False,1
56cb01e6-a0c4-4081-a72f-5870201e72a4,51,2024-12-07 03:14:54,73,200,3,5,1,1,False,False,True,True,False,False,False,False,False,0
309308f4-1df4-4699-91ea-28a0aa8664ab,38,2025-01-10 01:41:00,74,404,1,4,1,1,False,False,True,False,False,False,False,False,True,1
0d9eba4d-71b5-40b7-ab79-fa062e5c9db8,52,2024-11-30 07:54:02,75,500,7,5,0,1,True,False,False,False,False,False,False,False,True,1
ab58f681-f103-445a-b1cd-e498cf485e01,46,2024-12-06 17:42:12,76,500,17,4,0,1,False,True,False,True,False,False,False,False,False,1
cf5a9f45-0189-4ddb-9db4-b2925c696d36,51,2025-01-12 17:08:55,77,500,17,6,0,1,False,False,True,False,False,False,False,False,False,1
35900042-47d7-4573-a4c7-c60526883f7a,38,2024-12-22 19:56:50,78,403,19,6,0,1,False,False,True,False,False,False,False,False,True,1
42d29a71-32aa-40e2-9441-07c501dbdd6c,53,2024-12-15 22:30:10,79,403,22,6,1,1,True,False,False,False,False,False,False,False,False,1
051e991f-0ce3-4041-b3a2-37fbc4a3c544,14,2024-12-16 08:16:52,80,200,8,0,0,1,False,False,True,True,False,False,False,False,False,0
af0c8df8-c798-4069-b7bb-36f84c5d8db2,2,2024-11-21 14:28:55,81,500,14,3,0,1,True,False,False,False,False,False,False,False,False,1
c965028c-0abf-4105-9c08-0a97722cc532,3,2024-12-17 07:41:32,82,404,7,1,0,1,False,False,False,False,False,False,False,False,True,1
17a6755c-c82d-491f-930c-db0999178299,54,2024-10-27 07:00:58,83,200,7,6,0,1,False,False,True,True,False,False,False,False,False,0
a3e74710-1c59-4fde-b4d1-8f9c756796da,19,2024-11-02 17:22:05,84,500,17,5,0,1,False,False,False,True,False,False,False,False,False,1
b00cd691-7a96-44aa-a618-f555ec8794c6,47,2024-12-01 22:56:03,85,200,22,6,1,1,True,False,False,False,False,False,False,False,False,1
b7f192cb-2afb-47ce-85de-aa4b32bdb6b1,29,2025-01-07 08:15:17,86,200,8,1,0,1,False,False,True,True,False,False,False,False,False,0
2a0d2ef4-f170-4eec-999d-6bebb56cf518,29,2025-01-18 08:00:16,87,200,8,5,0,1,False,False,True,True,False,False,False,False,False,0
fe0d5333-adf3-4669-a732-da5a9d675efb,39,2024-12-21 09:19:00,88,500,9,5,0,1,True,False,False,True,False,False,False,False,False,1
769f4df8-e4bb-455e-a5eb-6a3fb3e34f3e,55,2025-01-08 17:09:21,89,403,17,2,0,1,False,True,False,False,False,False,False,False,False,1
1907a1b0-c494-4811-8201-80a1d99458e9,56,2024-12-17 01:24:33,90,404,1,1,1,1,False,True,False,False,False,False,False,False,True,1
60f8bb0d-ba4a-4a36-b4c7-f3a026bb9878,37,2024-11-09 22:51:52,91,500,22,5,1,1,True,False,False,False,False,False,False,False,True,1
2a56c8b6-d4b5-41e2-91df-806d025bbf65,42,2024-11-09 05:33:48,92,404,5,5,1,1,False,True,False,False,False,False,False,False,False,1
a5f96727-6356-4ead-ac64-def7add3552e,54,2025-01-12 09:45:49,56,201,9,6,0,1,False,False,True,True,False,False,False,False,False,0
c3ca7a99-6934-4947-bd48-b3e8502862a4,22,2025-01-11 02:54:27,93,200,2,5,1,1,False,False,False,False,False,False,False,False,True,1
a72159bc-1203-44ec-80ef-693ae371e697,47,2024-10-28 11:03:53,94,200,11,0,0,1,True,False,False,True,False,False,False,False,False,0
d76ef281-166c-4f68-8830-e5be0a368882,36,2024-11-07 10:30:04,95,500,10,3,0,1,False,True,False,True,False,False,False,False,False,1
8243cdf9-9902-4c3d-8cdd-22fa71102590,38,2024-12-14 12:44:06,96,500,12,5,0,1,False,False,True,False,False,False,False,False,False,1
8eaca483-35ba-4546-a83a-743a4c501519,34,2024-12-06 08:12:13,37,200,8,4,0,1,False,True,False,True,False,False,False,False,False,0
bccf0768-5df8-49c0-b85d-3d665f548eae,56,2024-12-13 19:18:35,97,302,19,4,0,1,False,True,False,False,False,False,False,False,False,0
d68d2de9-51c4-4085-815b-95527e90557e,43,2025-01-17 22:30:35,98,500,22,4,1,0,False,False,True,False,False,False,False,False,True,1
d7f06914-a37b-41f0-9e6c-534965cae757,3,2024-12-27 23:04:47,43,403,23,4,1,1,False,False,False,False,False,False,False,False,False,1
3f540ea7-925f-43cd-bdd5-521a91bf040c,7,2024-12-29 15:42:49,99,403,15,6,0,0,False,False,True,False,False,False,False,False,True,1
095c9a82-b648-4a9a-9295-9ecab89f42f9,54,2024-11-18 11:04:21,100,200,11,0,0,1,False,False,True,False,False,True,False,False,False,0
dd3feea1-9f9d-4bae-9a67-52f91b5a1ccb,10,2025-01-10 00:42:19,101,200,0,4,1,1,False,False,False,False,False,False,False,False,False,1
9a100abd-94f2-4d94-833f-2a3c128100e1,57,2024-11-24 20:56:23,15,403,20,6,0,1,False,True,False,False,False,False,False,True,False,1
c48eeaa2-f904-4476-b459-1b703ab503b5,40,2024-11-27 12:39:00,102,404,12,2,0,0,False,False,False,False,False,False,False,True,False,1
456ccf4f-1d54-4aa4-ab5b-f9414dc2cb8d,16,2024-12-23 23:27:34,103,200,23,0,1,1,False,True,False,False,False,False,False,True,False,0
279ab942-a2c3-4512-8eaf-c5c43c9cfa8a,6,2024-12-21 07:31:36,104,403,7,5,0,1,True,False,False,False,False,False,False,False,True,1
9895b020-08ec-4aaf-9add-445ddb461650,10,2024-11-14 12:23:17,57,200,12,3,0,1,False,False,False,False,False,False,False,False,True,1
f11b1b43-02f2-4089-b2ca-83b08e19820f,56,2025-01-18 18:54:40,105,200,18,5,0,1,False,True,False,False,False,False,False,False,False,1
4b1ead6a-ef9a-4140-8a78-377324aa135f,7,2025-01-01 07:48:07,56,304,7,2,0,1,False,False,True,False,False,False,False,True,False,0
6f834703-470b-4983-92fe-80aeea8a7796,43,2025-01-14 01:36:03,106,304,1,1,1,1,False,False,True,True,False,False,False,False,False,0
a7d25121-7785-41e6-9ff2-b6a64481dee2,38,2024-12-05 15:35:58,4,403,15,3,0,1,False,False,True,False,False,False,False,False,False,1
4b887f6f-309f-413a-a128-c475c77ce772,38,2024-11-23 22:04:01,4,403,22,5,1,0,False,False,True,False,False,False,False,False,False,1
0e2001b0-aff4-469b-af5c-9e0c91b2df3a,38,2024-12-04 15:37:28,4,403,15,2,0,1,False,False,True,False,False,False,False,False,False,1
d083a087-609b-494f-8609-0262f08d749c,38,2024-11-08 17:09:34,4,403,17,4,0,1,False,False,True,False,False,False,False,False,False,1
9f39038e-b4c8-44d9-abbc-3a23c9310d5f,38,2025-01-09 02:50:28,4,403,2,3,1,1,False,False,True,False,False,False,False,False,False,1
785b0068-af9a-4fae-b308-d79f08cf8cb8,58,2024-12-10 08:14:24,107,200,8,1,0,1,False,False,True,True,False,False,False,False,False,0
ecb4ae9a-e9ea-42e6-b654-0794b53934c0,0,2024-11-24 16:41:57,108,403,16,6,0,1,False,True,False,True,False,False,False,False,False,1
e3a7e990-6733-4b35-89ab-936309940afe,59,2025-01-20 06:48:36,109,200,6,0,0,1,False,True,False,False,False,False,False,True,False,0
39d068e1-bf50-4940-bbb5-d8cb795f6a92,60,2024-12-06 06:16:17,26,200,6,4,0,1,False,False,True,False,False,False,False,False,False,1
606f07f1-47c8-4b8c-a220-a1b7dfc31acd,14,2025-01-05 12:47:02,110,200,12,6,0,0,False,False,True,False,False,False,False,False,False,1
648f3c2e-7a09-4944-a057-93330966f50d,25,2024-10-24 22:14:03,49,403,22,3,1,1,False,True,False,True,False,False,False,False,False,1
908a0ba6-c049-43f9-873b-0e16239bb151,61,2025-01-18 12:32:06,111,403,12,5,0,1,True,False,False,True,False,False,False,False,False,1
9ecdda54-088d-4a5d-b029-c31310f694c9,10,2024-11-10 21:33:24,112,200,21,6,1,1,False,False,False,False,False,False,False,False,True,1
695e3d82-2b3e-4214-b981-fec37f517b27,49,2024-11-23 05:49:27,113,500,5,5,1,1,False,True,False,False,False,False,False,False,True,1
2127875f-cb95-4056-902f-e4792fbcc1cd,60,2024-11-19 11:36:44,114,500,11,1,0,1,False,False,True,True,False,False,False,False,False,1
1713e3fb-6329-4147-902f-86b458bd19fa,47,2024-11-19 08:29:06,115,500,8,1,0,1,True,False,False,False,False,False,False,False,False,1
f13d52ed-3bec-4670-b6cd-059764a68d0b,16,2024-11-12 10:52:22,103,302,10,1,0,1,False,True,False,True,False,False,False,False,False,0
f2836bd2-fb13-4580-b652-bfc567d3fbec,20,2024-11-08 14:55:48,4,403,14,4,0,1,False,False,False,False,False,False,False,False,False,1
c209ea43-75f5-4f1c-bdbb-6a5c86d016b0,20,2024-12-13 14:42:38,4,403,14,4,0,1,False,False,False,False,False,False,False,False,False,1
74f80974-d1fb-42db-b3ef-efad0176e1e5,20,2024-12-12 16:54:36,4,403,16,3,0,1,False,False,False,False,False,False,False,False,False,1
9c24fd0c-0d9f-41a5-a06b-b22d2cdccee3,20,2024-12-11 18:37:17,4,403,18,2,0,1,False,False,False,False,False,False,False,False,False,1
154ae3c4-3fe2-4be2-8822-0e8e10051542,20,2024-11-30 16:33:17,4,403,16,5,0,1,False,False,False,False,False,False,False,False,False,1
fd01974b-18ae-49ec-8e35-49ce965d289b,7,2024-12-08 18:19:19,116,404,18,6,0,1,False,False,True,False,False,False,False,False,True,1
3c1aad1a-8fb5-4656-af65-6b5dcadbc0a4,17,2024-11-30 02:31:05,117,200,2,5,1,1,False,False,False,False,False,False,False,False,True,1
d46c04cd-e062-4b31-b991-798853171ba4,7,2025-01-11 04:20:55,118,200,4,5,1,1,False,False,True,True,False,False,False,False,False,0
19127602-021a-47c7-8524-3023d2950e78,53,2024-10-29 21:23:39,119,200,21,1,1,1,True,False,False,False,False,False,False,False,True,1
781ba3cd-4b6c-4793-ab05-a0c4bf4487d1,51,2025-01-08 10:56:12,120,201,10,2,0,1,False,False,True,True,False,False,False,False,False,0
ce086c5b-0890-4b0c-989f-c3590220da7a,13,2024-11-19 11:44:16,121,302,11,1,0,1,False,True,False,True,False,False,False,False,False,0
12ee0a61-9327-4d77-a015-3f680c70f04a,7,2024-10-26 14:26:22,26,500,14,5,0,1,False,False,True,False,False,False,False,False,False,1
a6af9604-8e54-48d9-9fcc-4fe97aed6cec,39,2024-12-22 16:08:33,122,403,16,6,0,1,True,False,False,False,False,False,False,False,True,1
bd5f1cbc-9951-4949-85e1-e5e3271593cc,58,2024-10-24 01:05:59,123,200,1,3,1,1,False,False,True,False,False,False,False,False,False,1
a876cdb0-18a0-43db-bb32-692889c4e0ed,25,2024-11-22 08:43:19,124,201,8,4,0,1,False,True,False,True,False,False,False,False,False,0
48780ae6-89e1-4283-a06d-8be89757e27d,53,2024-12-12 01:11:37,125,200,1,3,1,1,True,False,False,True,False,False,False,False,False,1
e87ff7d4-1cf7-4831-9bf3-f35bb79c8778,30,2024-10-26 05:38:42,126,200,5,5,1,1,False,False,True,False,False,False,False,False,False,0
33729a61-8d0e-4d8c-a23d-6e18f4d099cb,37,2024-12-02 19:56:07,127,500,19,0,0,1,True,False,False,False,False,False,False,False,False,1
d129dde6-59b2-4350-b14f-6adf67a3d86b,58,2024-12-29 23:27:00,128,200,23,6,1,1,False,False,True,False,False,False,False,True,False,0
9f89dcf8-3622-4b2e-8510-7d15d5f66e70,29,2024-11-29 14:46:17,129,500,14,4,0,0,False,False,True,False,False,False,False,False,False,1
e5d26cf3-e2f3-4c83-8789-b721a7c5355c,58,2024-11-16 09:35:03,130,500,9,5,0,1,False,False,True,False,False,False,False,False,False,1
cfa0f715-7b86-4486-953c-1673bafe2f6e,38,2024-11-03 08:51:24,56,200,8,6,0,1,False,False,True,False,False,False,False,True,False,0
608a5481-af0e-4f17-bc03-3075707c0f48,32,2024-11-08 18:52:02,131,200,18,4,0,0,False,True,False,False,False,False,False,True,False,1
b41e0076-7a44-44a0-95f6-5e7d1a13d315,47,2024-11-10 04:40:00,132,200,4,6,1,1,True,False,False,False,False,False,False,False,False,0
3904ff5a-781e-4508-9f65-2246a69b4796,25,2024-12-15 11:26:32,133,200,11,6,0,1,False,True,False,True,False,False,False,False,False,0
ad04c81c-6fce-4d57-9185-eb4aae2d32d8,11,2025-01-01 13:57:09,134,200,13,2,0,1,False,True,False,False,False,False,False,False,False,1
a267d950-72e9-4b3c-bd9a-0e78032cd618,62,2024-10-31 00:10:32,135,500,0,3,1,1,True,False,False,True,False,False,False,False,False,1
3e934df6-becd-442c-86d7-b2de02cfda02,33,2024-11-30 22:05:12,4,403,22,5,1,1,False,True,False,False,False,False,False,False,False,1
f457b021-caa7-476f-b545-a2fb77c70548,33,2024-12-30 04:50:28,4,403,4,0,1,1,False,True,False,False,False,False,False,False,False,1
9893719c-166f-4d5c-80aa-f34e5851a3ab,33,2025-01-08 00:06:10,4,403,0,2,1,1,False,True,False,False,False,False,False,False,False,1
ade6e231-6435-4a91-8836-586d08675129,33,2024-11-16 08:03:53,4,403,8,5,0,1,False,True,False,False,False,False,False,False,False,1
57e8f05b-2777-4f9a-a4c0-efacadcb65b7,33,2025-01-01 16:26:59,4,403,16,2,0,1,False,True,False,False,False,False,False,False,False,1
8817160e-c3f5-4187-b58b-268baabf8b47,24,2025-01-10 20:41:08,136,403,20,4,0,1,False,True,False,True,False,False,False,False,False,1
3b6326b6-ce20-48fc-8fe6-2228c2661453,38,2024-11-04 10:59:20,137,200,10,0,0,1,False,False,True,True,False,False,False,False,False,0
799ce19b-8902-43cc-8889-b52615dfa9a5,44,2025-01-18 07:02:30,138,201,7,5,0,1,True,False,False,True,False,False,False,False,False,0
0608fa17-1215-40de-aed8-9a9fd1eaefa2,9,2024-11-21 18:43:10,139,403,18,3,0,1,False,True,False,False,False,False,False,False,True,1
14487083-4eaa-488b-a57e-c9b95e060e75,63,2024-11-11 22:10:58,140,500,22,0,1,1,False,True,False,True,False,False,False,False,False,1
